item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9,user-10,rating-10
44,656,4.0,514,4.0,962,5.0,83,,534,,134,4.0,1130,,508,4.0,1054,4.0,1086,5.0
26,1090,,531,4.0,1652,4.0,261,2.0,1465,,1369,,1049,4.0,810,,332,5.0,62,4.0
16,1122,3.0,1302,5.0,998,,759,3.0,41,4.0,490,1.0,603,4.0,365,5.0,814,,1454,1.0
26,1328,4.0,1060,,9,4.0,761,4.0,1210,3.0,588,4.0,1661,,767,,1039,,911,4.0
183,1107,,1555,5.0,358,,183,3.0,519,3.0,1463,4.0,937,,121,4.0,666,4.0,1323,
16,1058,3.0,851,,308,5.0,1205,4.0,167,5.0,410,,1547,3.0,1531,3.0,636,3.0,876,
208,80,4.0,64,4.0,161,4.0,645,,1109,,598,5.0,1386,,987,5.0,940,,685,2.0
23,1379,,99,4.0,1157,4.0,281,4.0,1003,5.0,1180,4.0,1053,,270,,191,3.0,271,4.0
11,656,,434,5.0,419,3.0,1414,,806,4.0,280,5.0,1304,3.0,571,5.0,1148,,1695,3.0
81,1284,,276,4.0,1317,5.0,1333,5.0,294,5.0,87,4.0,1708,5.0,77,,493,,318,
23,704,5.0,467,5.0,980,5.0,548,,660,,453,5.0,1638,4.0,1704,3.0,1098,3.0,847,4.0
8,67,4.0,1284,3.0,1156,,549,,1174,,166,3.0,422,5.0,791,5.0,520,4.0,346,
119,1552,5.0,1619,5.0,1331,,118,,167,4.0,1096,5.0,888,5.0,1289,,958,4.0,831,3.0
44,578,,1155,5.0,1412,,325,4.0,598,4.0,182,,854,2.0,599,4.0,1079,4.0,1612,
44,848,3.0,642,5.0,1138,,179,,68,,1239,5.0,1497,4.0,1098,3.0,941,3.0,46,
149,1714,4.0,675,,310,3.0,70,,822,3.0,790,,455,4.0,376,4.0,1417,4.0,539,
15,1010,4.0,597,5.0,918,,1094,5.0,1398,5.0,1258,5.0,1594,,1018,5.0,1325,,366,
11,722,3.0,1442,3.0,1363,,582,4.0,424,,1754,,138,4.0,92,3.0,332,3.0,1167,5.0
25,64,4.0,1552,4.0,801,,594,3.0,1125,5.0,118,,1527,,1239,,167,3.0,936,3.0
61,17,,19,,1333,3.0,1637,4.0,1655,,1223,3.0,603,4.0,862,4.0,286,5.0,943,4.0
16,464,3.0,32,5.0,1506,4.0,930,3.0,1139,,70,3.0,855,5.0,1032,3.0,395,,1183,4.0
23,179,,1557,5.0,1177,5.0,297,,986,2.0,1212,5.0,332,4.0,1006,5.0,31,5.0,831,4.0
16,192,4.0,1158,4.0,118,,1142,,1514,3.0,378,3.0,316,,860,2.0,222,,223,3.0
43,1474,,834,,1186,5.0,4,5.0,996,5.0,263,5.0,345,5.0,426,,1243,,31,4.0
119,387,,1364,4.0,1542,,1559,4.0,424,3.0,1385,,154,4.0,1082,,1468,3.0,1660,5.0
16,48,5.0,1713,3.0,1314,3.0,1235,4.0,676,,360,5.0,1001,,106,5.0,1740,,92,
26,1024,,262,3.0,1273,5.0,1612,4.0,1341,,413,,1694,5.0,1103,4.0,351,4.0,1663,
8,997,5.0,1270,4.0,647,4.0,711,,1191,,539,4.0,557,3.0,1518,2.0,1166,,335,
44,417,2.0,817,,306,3.0,258,5.0,260,,1015,,360,5.0,1371,4.0,1339,3.0,1644,
26,1152,,1442,5.0,691,,1031,,1144,2.0,1656,4.0,299,4.0,507,4.0,603,3.0,1518,4.0
1,978,3.0,467,3.0,324,,534,,407,,217,2.0,1082,,330,4.0,1004,3.0,334,3.0
15,448,5.0,325,5.0,709,5.0,38,5.0,391,,1495,,1207,5.0,1528,,24,5.0,525,
11,112,5.0,97,4.0,1153,5.0,578,,963,5.0,1221,,1414,,762,5.0,956,,1325,1.0
183,400,,1041,3.0,1618,,1123,4.0,1557,4.0,295,,8,4.0,1194,4.0,1242,4.0,1243,
51,160,5.0,1377,5.0,853,,392,5.0,905,5.0,762,,45,,349,5.0,1278,4.0,1214,
11,480,5.0,160,4.0,561,5.0,1432,4.0,1241,4.0,1035,,971,3.0,732,3.0,1052,5.0,1662,
8,80,5.0,512,4.0,1683,,21,,458,,954,5.0,1195,5.0,620,3.0,1740,4.0,990,
33,704,4.0,81,4.0,1474,5.0,1143,,1671,4.0,1129,4.0,794,,187,,125,4.0,1615,2.0
16,736,,17,4.0,1537,,643,5.0,999,2.0,1113,3.0,890,4.0,779,,525,5.0,1614,
11,449,5.0,227,5.0,1492,3.0,292,,919,,569,,220,5.0,1518,3.0,1406,3.0,1183,
44,1456,,1185,4.0,721,,1302,4.0,599,4.0,296,,441,4.0,1626,3.0,1116,,573,5.0
23,817,4.0,1059,,675,4.0,1686,3.0,982,,632,3.0,1337,,750,4.0,30,,591,5.0
11,1585,,228,3.0,502,5.0,1159,,1177,3.0,109,4.0,45,,142,5.0,1055,,415,2.0
42,1313,4.0,1732,3.0,278,,1030,5.0,616,5.0,552,,267,,731,4.0,332,4.0,287,
190,1232,,355,5.0,323,,1669,5.0,549,3.0,679,4.0,632,4.0,1450,3.0,396,,1183,5.0
11,1652,5.0,21,,789,5.0,1126,,536,,745,3.0,604,4.0,845,5.0,78,3.0,671,
68,337,4.0,787,,131,,1540,,615,4.0,1463,4.0,679,,1304,3.0,1518,4.0,879,5.0
26,1184,,1393,,500,1.0,293,4.0,1481,5.0,922,4.0,43,,1116,,1245,5.0,1070,5.0
43,1632,,338,4.0,1459,,807,5.0,203,5.0,876,4.0,332,4.0,1565,5.0,1005,,1599,4.0
16,3,5.0,595,4.0,659,,86,4.0,310,,23,,1559,1.0,1531,3.0,1725,,767,3.0
16,881,3.0,274,,932,5.0,1177,2.0,762,4.0,1098,5.0,90,4.0,891,,13,2.0,670,
23,1360,,578,,405,3.0,694,,183,4.0,780,5.0,92,4.0,604,4.0,110,,831,4.0
11,417,4.0,309,5.0,887,5.0,1048,5.0,748,,1196,5.0,909,5.0,910,4.0,1551,,559,5.0
23,1153,4.0,322,4.0,1125,,311,5.0,199,,1434,4.0,443,,364,5.0,1118,,206,5.0
149,689,,723,4.0,1240,5.0,810,,442,,1052,4.0,1597,4.0,894,4.0,1102,3.0,1423,
42,1344,,1729,,3,3.0,293,3.0,777,,25,5.0,985,3.0,1210,4.0,1722,,1198,4.0
23,770,,51,,1685,5.0,391,5.0,1656,,185,3.0,873,3.0,730,2.0,235,4.0,411,5.0
44,1633,,18,4.0,707,5.0,371,,36,,361,4.0,1259,5.0,1549,1.0,669,3.0,366,
119,785,4.0,899,,436,4.0,1524,4.0,806,2.0,1400,,732,,332,,1565,4.0,1503,4.0
63,1090,,2,4.0,517,4.0,133,4.0,521,5.0,969,5.0,411,,1069,,541,,1343,4.0
44,530,4.0,514,4.0,1154,3.0,1571,2.0,487,,968,4.0,856,5.0,27,,1213,3.0,655,
209,1473,2.0,1049,,1500,,1756,2.0,845,3.0,254,3.0,494,4.0,1279,,63,,735,4.0
26,1408,4.0,193,3.0,1141,,1574,,871,,1544,,1608,5.0,1658,3.0,1708,4.0,1565,4.0
15,1025,5.0,1633,,1266,5.0,1477,,453,3.0,617,,603,5.0,1277,4.0,239,,783,4.0
11,1665,,1427,,1093,5.0,470,3.0,1481,,122,5.0,1067,,894,5.0,606,3.0,798,4.0
129,1713,5.0,162,4.0,1650,,1541,,837,,1365,4.0,1398,5.0,1321,3.0,524,4.0,1326,5.0
16,770,,594,,1013,3.0,933,,982,5.0,328,4.0,408,4.0,1338,3.0,763,,591,4.0
1,1184,4.0,1441,3.0,562,5.0,708,3.0,484,,1046,,1530,,1644,4.0,1196,4.0,13,3.0
44,240,,288,,320,,897,3.0,917,4.0,758,5.0,1014,5.0,1544,5.0,106,4.0,682,
193,82,4.0,1285,,1189,3.0,1478,,599,4.0,1239,4.0,1210,4.0,1211,,508,,1535,5.0
26,1315,,1555,,596,4.0,1750,,1174,5.0,185,,266,4.0,1643,3.0,990,4.0,1534,4.0
49,288,3.0,1666,,357,5.0,1253,4.0,887,5.0,1736,,1145,,955,5.0,413,,63,2.0
274,322,3.0,1077,5.0,150,4.0,1479,5.0,201,,1050,5.0,251,4.0,1470,4.0,671,,1647,4.0
44,1248,5.0,691,3.0,885,4.0,709,,502,4.0,422,,410,5.0,1659,,1086,5.0,878,
248,1040,5.0,1713,4.0,36,,1383,4.0,1031,4.0,1288,,1576,,1421,3.0,143,5.0,1375,
127,81,4.0,1281,,979,4.0,1399,4.0,1113,,267,3.0,364,4.0,716,,829,2.0,1661,
127,1664,4.0,81,4.0,913,2.0,1539,4.0,421,,965,4.0,886,,1719,,1289,,174,4.0
146,576,,641,,724,4.0,532,4.0,1157,1.0,1414,,456,2.0,56,,233,5.0,415,4.0
23,882,5.0,962,5.0,1254,,950,5.0,1575,5.0,1560,,1705,,539,5.0,140,5.0,1711,4.0
15,0,4.0,1600,4.0,1207,5.0,1639,,856,,1225,5.0,1162,5.0,218,3.0,1451,,190,
208,65,5.0,1396,,1415,5.0,1383,,247,4.0,361,4.0,1593,2.0,378,3.0,604,5.0,814,
208,562,,1236,,1732,4.0,421,,1735,1.0,727,5.0,1182,4.0,942,4.0,1294,5.0,142,5.0
49,336,,753,,258,4.0,483,4.0,165,4.0,1351,5.0,152,,489,5.0,940,5.0,1166,
44,1106,,1218,3.0,515,3.0,1701,5.0,1301,5.0,1403,,1501,4.0,846,,334,3.0,479,
8,1744,4.0,864,4.0,528,5.0,1105,,1139,,6,5.0,198,4.0,585,5.0,1452,,1198,
43,1024,5.0,1489,,161,,1377,2.0,1460,5.0,1317,,471,2.0,1608,3.0,697,5.0,1724,5.0
208,1587,4.0,1299,,1363,,1091,4.0,1012,4.0,1383,,1592,4.0,1052,4.0,637,,351,4.0
19,1474,,149,5.0,1173,,1318,4.0,262,4.0,1175,,1224,5.0,1066,,1006,5.0,1534,4.0
8,1441,2.0,740,4.0,181,,822,4.0,311,5.0,824,4.0,1688,,622,4.0,1662,4.0,591,
81,1088,4.0,1473,,850,,276,4.0,1188,5.0,485,5.0,744,,588,5.0,268,,1246,5.0
43,544,,1731,5.0,1236,,1157,,790,2.0,1638,4.0,281,4.0,1242,5.0,1082,5.0,1246,3.0
43,1056,,832,5.0,337,4.0,484,5.0,1173,,117,5.0,7,,1368,,697,5.0,233,5.0
193,657,4.0,1522,,276,5.0,1318,5.0,951,,887,5.0,552,2.0,745,,890,4.0,1450,3.0
222,288,3.0,1602,4.0,1508,3.0,533,,822,,375,4.0,519,,27,,1756,5.0,1229,3.0
44,288,,1713,4.0,1411,,1123,4.0,1126,,199,,1223,4.0,1722,4.0,1453,5.0,253,4.0
15,1666,4.0,1507,,820,5.0,246,3.0,1367,,1672,,249,,681,4.0,235,5.0,109,5.0
49,16,,641,,1698,4.0,243,,1685,5.0,1413,5.0,999,5.0,295,4.0,1167,,1615,5.0
1,1360,5.0,1265,5.0,325,3.0,757,,968,2.0,91,2.0,1659,,509,,77,,1102,2.0
8,1411,,995,,456,3.0,857,3.0,201,,715,,253,5.0,445,4.0,766,4.0,351,3.0
38,1536,,435,4.0,948,,245,,1333,3.0,1255,3.0,1497,3.0,537,3.0,1465,2.0,654,
183,610,,1204,4.0,1098,5.0,1675,4.0,1531,4.0,829,4.0,1246,,926,5.0,878,,575,4.0
23,113,,529,5.0,242,5.0,1027,5.0,1413,,1478,5.0,824,4.0,777,4.0,219,5.0,1052,5.0
81,193,4.0,146,3.0,708,,310,,1095,5.0,1369,,441,5.0,330,5.0,1709,,494,2.0
23,64,5.0,97,5.0,754,,466,,546,,1542,4.0,317,,973,5.0,13,5.0,302,4.0
81,1361,,343,1.0,1287,,136,4.0,712,,616,5.0,924,5.0,12,4.0,1679,,799,5.0
8,1154,4.0,949,5.0,565,,694,,903,5.0,1113,5.0,1610,,1691,5.0,1035,4.0,958,4.0
16,1333,5.0,1717,,485,,1237,5.0,1094,3.0,151,,585,4.0,701,,1246,4.0,1551,3.0
51,913,4.0,785,5.0,932,5.0,1655,,1096,5.0,1417,5.0,969,,1388,,1596,5.0,879,5.0
16,1664,,1009,,546,5.0,1620,,759,3.0,344,4.0,1432,5.0,859,5.0,1677,3.0,1023,
11,1202,,450,,277,5.0,262,4.0,217,4.0,602,,1098,4.0,1386,,862,3.0,319,3.0
113,881,3.0,1701,,1158,4.0,1176,4.0,985,4.0,1658,4.0,1148,,1358,4.0,846,,670,2.0
81,976,3.0,497,,402,5.0,901,5.0,1399,4.0,1368,3.0,554,,1711,3.0,831,4.0,1295,5.0
23,1011,,949,4.0,645,4.0,1189,5.0,968,5.0,377,,1660,4.0,1101,5.0,1117,,767,
11,592,3.0,960,,166,5.0,839,5.0,377,4.0,571,5.0,813,,702,,1726,,927,4.0
49,784,,369,3.0,1608,,553,,826,4.0,507,4.0,604,4.0,397,5.0,333,5.0,1087,
51,369,,1058,5.0,1154,4.0,98,,648,5.0,602,4.0,1548,,1356,4.0,1660,,398,4.0
43,240,,529,,726,4.0,807,5.0,679,4.0,1001,4.0,489,5.0,1353,,890,5.0,764,
11,208,,417,4.0,657,4.0,707,5.0,85,,965,5.0,183,5.0,1257,,477,,142,5.0
81,1488,5.0,322,5.0,963,,229,,22,5.0,199,5.0,1466,3.0,1309,,798,,1231,5.0
208,1746,,1224,4.0,457,,1498,,1611,3.0,971,3.0,1580,4.0,1084,3.0,1310,4.0,1534,
16,609,3.0,931,,1171,,467,4.0,1014,5.0,1463,,279,,616,4.0,666,4.0,522,3.0
8,368,,337,,1235,5.0,1687,,231,5.0,119,5.0,1304,,876,5.0,796,5.0,461,5.0
81,1648,5.0,1121,5.0,177,,1634,5.0,787,,1555,,1523,5.0,857,5.0,1373,4.0,1341,
208,1136,,644,,20,5.0,38,,999,5.0,1239,4.0,1065,4.0,330,5.0,890,4.0,1742,
85,1283,4.0,1411,,1460,4.0,213,,136,4.0,440,2.0,1576,4.0,1017,4.0,1311,,191,5.0
11,1664,4.0,880,5.0,241,,577,,1314,5.0,674,5.0,402,,308,5.0,756,5.0,1542,
208,256,5.0,849,4.0,1522,4.0,1077,5.0,837,4.0,118,,1400,,1021,4.0,1263,4.0,1023,5.0
16,338,,1396,3.0,1476,,245,4.0,1653,3.0,712,,360,5.0,859,5.0,875,4.0,782,
190,1377,4.0,1601,,290,4.0,947,3.0,1491,,1321,,1369,,1210,1.0,107,3.0,1711,2.0
8,1267,,1715,2.0,1444,5.0,949,5.0,167,4.0,73,,1402,4.0,843,,125,4.0,990,
8,146,5.0,466,,1411,,1654,5.0,791,5.0,903,5.0,1337,,987,3.0,331,5.0,220,
26,992,5.0,402,4.0,99,3.0,1699,4.0,1381,5.0,518,,935,,1144,2.0,107,5.0,463,
62,593,,738,2.0,420,5.0,1252,5.0,853,5.0,823,5.0,1480,,1516,,1036,5.0,140,1.0
16,1200,,1411,4.0,1635,4.0,853,5.0,325,4.0,229,5.0,1254,3.0,1064,,1708,3.0,1709,
11,482,4.0,1011,,1459,,1588,4.0,52,5.0,166,5.0,855,5.0,1627,5.0,492,,831,4.0
49,1521,,1490,5.0,1042,3.0,724,5.0,326,,166,5.0,647,,1210,3.0,844,3.0,270,
23,16,5.0,1616,4.0,114,4.0,708,5.0,117,,1160,,1579,3.0,652,5.0,1166,5.0,462,
15,1488,4.0,497,,803,,500,5.0,277,4.0,294,5.0,454,,1223,5.0,1287,,87,5.0
209,1440,4.0,961,4.0,561,3.0,355,,308,4.0,631,3.0,1128,,185,,1645,4.0,1519,
23,352,,915,5.0,1588,3.0,357,5.0,485,,1670,3.0,1498,4.0,269,5.0,477,,1518,3.0
113,52,3.0,628,,900,3.0,1045,,873,3.0,1082,3.0,108,,1516,3.0,317,,1407,5.0
11,113,,387,,1300,,1220,4.0,1270,5.0,1702,,935,5.0,1020,4.0,1421,5.0,1167,5.0
81,1248,,1458,5.0,1349,4.0,1589,4.0,278,3.0,1111,5.0,1482,4.0,11,4.0,781,,1070,4.0
8,1280,5.0,80,5.0,32,5.0,1232,5.0,210,4.0,819,,1428,5.0,164,,1303,4.0,892,
37,1200,5.0,1122,,628,,5,3.0,309,4.0,887,,844,5.0,364,3.0,1534,,1503,3.0
40,402,,740,,276,4.0,693,4.0,871,5.0,344,5.0,1241,3.0,1609,5.0,122,,1437,
119,211,4.0,1588,4.0,596,,244,4.0,84,,980,5.0,331,,1453,4.0,1565,4.0,814,
26,1456,4.0,1698,5.0,1395,,435,,1349,4.0,1685,5.0,119,3.0,91,,1581,,639,5.0
11,497,4.0,67,,1188,4.0,950,4.0,1544,5.0,1146,4.0,731,5.0,219,5.0,156,,46,4.0
127,275,5.0,581,,677,,566,4.0,839,4.0,1451,5.0,43,,1179,,795,5.0,398,4.0
49,464,,1570,5.0,1107,,1428,5.0,772,5.0,1028,,756,,86,5.0,476,5.0,1326,2.0
223,1122,,930,,1026,5.0,1684,3.0,276,3.0,54,4.0,1543,,264,4.0,606,,1550,3.0
81,1410,4.0,5,,101,5.0,631,4.0,871,5.0,315,5.0,317,,845,4.0,1181,5.0,94,5.0
40,880,5.0,1682,3.0,232,,1176,,249,,1082,5.0,860,4.0,1021,4.0,526,5.0,47,
26,224,,1537,3.0,1492,4.0,357,4.0,1495,5.0,599,3.0,984,,440,4.0,1661,,574,
1,192,4.0,561,3.0,883,4.0,1491,,1636,,853,5.0,38,,922,3.0,478,,334,3.0
16,176,4.0,210,,546,5.0,1458,,450,,706,4.0,1059,,643,5.0,415,3.0,1103,3.0
190,1538,,579,4.0,1638,2.0,1351,5.0,983,,1176,4.0,1417,4.0,537,4.0,347,,1631,
15,1296,5.0,530,4.0,131,,1732,3.0,1430,4.0,1191,,362,,1534,3.0,431,,943,5.0
127,528,4.0,1699,4.0,1443,,1491,4.0,836,4.0,1382,5.0,390,,1352,,633,2.0,412,
11,608,,1664,4.0,1073,4.0,1554,5.0,264,,425,,1113,5.0,634,5.0,1068,3.0,652,
11,97,4.0,1396,4.0,1365,,1301,,54,3.0,327,,1720,4.0,1544,5.0,472,3.0,525,5.0
83,114,,1170,4.0,627,,1492,4.0,757,,999,3.0,280,,602,4.0,1131,5.0,1246,2.0
0,816,3.0,1120,,1603,4.0,788,,1098,5.0,699,,235,4.0,732,3.0,1101,,735,4.0
44,913,3.0,1394,,1557,5.0,1702,,247,,504,4.0,1001,3.0,281,4.0,1197,,1694,4.0
11,1168,5.0,322,3.0,162,5.0,1094,4.0,552,4.0,729,3.0,73,,1228,5.0,109,4.0,29,2.0
11,1424,4.0,994,5.0,995,,1748,5.0,922,4.0,330,4.0,1115,,1325,1.0,1726,,1582,
26,612,,805,,133,5.0,1654,3.0,1399,4.0,631,5.0,987,5.0,396,4.0,669,,1565,4.0
43,976,5.0,1184,,322,5.0,1623,4.0,153,4.0,1115,,907,5.0,924,4.0,1326,,63,3.0
23,64,5.0,384,5.0,260,,661,,293,4.0,69,,759,5.0,89,5.0,969,,1339,5.0
43,337,4.0,210,,595,,963,5.0,1286,5.0,1164,5.0,1644,,1132,4.0,1726,4.0,271,2.0
49,835,5.0,1300,4.0,1317,5.0,966,,918,3.0,806,5.0,1626,5.0,477,,350,5.0,127,
23,130,,1012,5.0,1078,5.0,1003,5.0,683,,1565,5.0,797,3.0,1101,5.0,143,,1151,
44,912,2.0,609,,353,4.0,1474,,914,,1559,3.0,856,5.0,1737,5.0,1642,4.0,666,4.0
81,1523,5.0,419,4.0,595,,787,,548,,566,5.0,1334,4.0,199,5.0,475,5.0,189,4.0
15,544,,449,,130,,738,5.0,83,5.0,1652,5.0,260,5.0,404,5.0,1541,,943,5.0
223,1344,4.0,866,4.0,1621,,262,4.0,1640,4.0,1240,4.0,508,,1468,,989,4.0,462,
161,1088,,1505,,34,4.0,659,,1270,3.0,506,,186,3.0,58,3.0,1470,4.0,623,3.0
274,1440,3.0,1408,,561,5.0,1093,3.0,167,5.0,1127,,107,2.0,1676,2.0,877,,1631,
49,912,4.0,849,3.0,1267,3.0,20,5.0,1287,,1642,5.0,1164,5.0,125,3.0,622,5.0,222,
44,64,4.0,737,,1313,5.0,883,3.0,1187,,1509,,1449,4.0,1050,2.0,1163,,78,3.0
11,1249,4.0,738,,612,4.0,1334,,487,4.0,601,,1499,4.0,622,4.0,1678,,607,3.0
81,1536,3.0,771,,883,5.0,501,,1127,,119,5.0,488,4.0,425,,1050,5.0,1084,4.0
23,561,,1670,3.0,951,5.0,344,5.0,282,,954,3.0,1594,,602,4.0,974,4.0,894,4.0
15,384,,513,4.0,113,,1686,5.0,1606,,519,5.0,376,,217,5.0,491,5.0,351,4.0
16,400,,849,,1473,4.0,1156,3.0,551,,1417,4.0,73,5.0,619,3.0,557,4.0,414,
68,752,,1122,2.0,101,3.0,1271,2.0,73,,313,,154,5.0,1003,4.0,1388,4.0,1694,4.0
129,1491,,99,,1751,4.0,1479,3.0,952,4.0,761,,569,5.0,266,5.0,1725,5.0,287,
23,1697,4.0,674,5.0,1412,,1686,3.0,438,5.0,1671,,1575,5.0,392,5.0,890,,1293,
23,768,,817,4.0,529,5.0,370,5.0,660,,342,,647,4.0,888,5.0,1240,5.0,317,
15,1683,,1300,5.0,597,5.0,565,5.0,760,5.0,408,,104,3.0,1564,4.0,655,5.0,1167,
129,1376,,1121,5.0,1334,4.0,360,5.0,1322,2.0,1642,4.0,379,,1692,,765,5.0,830,
127,913,2.0,1123,4.0,229,4.0,38,,215,5.0,536,,1576,5.0,1708,,829,2.0,207,5.0
26,688,,1234,4.0,292,,1221,5.0,662,4.0,1110,4.0,231,5.0,840,,842,,331,3.0
16,435,5.0,1700,,1318,4.0,264,,968,4.0,778,,1291,4.0,1133,,1054,5.0,143,4.0
15,1651,5.0,1459,,1044,4.0,276,5.0,100,4.0,567,4.0,1671,5.0,1511,4.0,1583,,15,
15,849,5.0,692,3.0,421,,535,4.0,1015,,696,5.0,1146,5.0,890,4.0,1550,,1135,4.0
16,1360,3.0,1296,,192,4.0,1201,4.0,1155,,1379,,1716,,901,4.0,606,5.0,559,5.0
23,193,5.0,1666,,883,5.0,1525,,438,5.0,1622,4.0,1447,,905,4.0,1340,,191,3.0
43,83,5.0,1347,,707,4.0,1014,5.0,377,5.0,427,4.0,1499,,1262,,254,3.0,1278,3.0
16,32,5.0,65,,561,5.0,482,,419,4.0,579,3.0,1067,,1196,4.0,351,3.0,815,3.0
49,835,5.0,1091,,746,,1131,3.0,1228,4.0,636,3.0,734,4.0,1182,3.0,766,,751,
16,176,4.0,17,4.0,227,4.0,3,5.0,1236,,1096,,1291,4.0,460,3.0,126,5.0,430,
119,353,3.0,1426,5.0,549,,23,,1015,5.0,1655,4.0,56,,232,,873,3.0,1102,3.0
43,802,,88,5.0,58,3.0,603,4.0,235,5.0,1532,,445,,797,3.0,605,3.0,527,
208,290,4.0,739,,996,4.0,1268,,1334,3.0,361,4.0,11,3.0,1756,3.0,461,4.0,1534,
23,864,4.0,193,5.0,1601,5.0,1204,,564,5.0,1544,,522,5.0,1451,5.0,605,4.0,477,
44,640,,417,2.0,883,3.0,708,1.0,900,,1254,5.0,278,3.0,186,4.0,171,,445,5.0
11,32,5.0,546,5.0,1012,4.0,1608,4.0,121,4.0,602,,1707,4.0,363,,157,,1390,
16,659,,1701,3.0,453,4.0,1606,4.0,1336,,424,2.0,1209,,1162,3.0,1066,,1581,4.0
1,1569,,483,4.0,1268,,1588,,485,4.0,502,4.0,328,4.0,1688,2.0,1292,4.0,686,5.0
26,1632,5.0,1459,2.0,1444,,757,3.0,662,4.0,377,,1594,4.0,1564,3.0,1740,2.0,813,3.0
43,1680,5.0,977,5.0,1203,,483,3.0,1700,1.0,1547,3.0,1723,,1020,3.0,1662,,31,4.0
51,1589,5.0,1638,4.0,710,,791,4.0,1400,5.0,794,,698,,492,5.0,1277,4.0,1230,
15,689,5.0,726,3.0,185,4.0,1369,3.0,1114,2.0,1611,1.0,1052,4.0,1134,,158,4.0,527,3.0
62,944,,1537,5.0,1716,,117,4.0,1463,4.0,26,5.0,314,3.0,925,4.0,189,3.0,30,
26,1265,5.0,19,,118,4.0,1367,3.0,537,4.0,1002,,11,5.0,1182,5.0,351,4.0,111,3.0
76,1329,,1713,4.0,258,3.0,1026,4.0,1364,4.0,1638,4.0,710,,1370,,1100,4.0,591,
26,85,4.0,1461,4.0,645,5.0,662,4.0,919,,519,4.0,1049,4.0,1229,,798,,1134,
81,1332,,996,5.0,1381,5.0,1431,,1303,4.0,1514,,331,5.0,412,,125,4.0,543,5.0
62,128,1.0,1200,,1553,,387,2.0,883,5.0,1588,5.0,726,4.0,263,2.0,536,,1247,
43,816,5.0,1201,,1634,,198,,1559,5.0,667,,1021,4.0,605,3.0,974,5.0,607,4.0
208,1651,4.0,883,2.0,1541,4.0,888,5.0,232,,1018,5.0,1274,4.0,1037,,127,,1615,4.0
16,803,3.0,628,,1732,3.0,1510,,406,5.0,1752,,186,4.0,74,3.0,1612,,1518,2.0
43,738,5.0,1718,,1158,3.0,952,,1240,3.0,1274,4.0,780,,1756,,1102,5.0,942,5.0
26,160,,563,,566,,390,5.0,535,4.0,137,5.0,906,4.0,1229,,62,4.0,1519,5.0
26,0,4.0,817,,1573,5.0,309,5.0,1093,3.0,1112,5.0,474,,346,,971,3.0,1005,5.0
16,1489,2.0,1444,4.0,900,3.0,852,,1541,3.0,1142,,283,4.0,1564,3.0,975,,863,
26,146,5.0,1059,5.0,1365,,569,,138,3.0,986,5.0,1198,,1055,4.0,1039,,1423,4.0
228,19,5.0,647,3.0,1560,4.0,347,,331,,1132,4.0,637,,1230,,78,3.0,943,4.0
15,368,5.0,1344,5.0,1666,4.0,227,3.0,471,,1209,5.0,1018,5.0,829,4.0,1214,,303,4.0
15,992,2.0,1619,,981,,872,,1146,5.0,219,5.0,1021,5.0,285,4.0,302,,1294,5.0
49,656,,624,3.0,1058,5.0,1059,3.0,564,,1302,5.0,1448,5.0,14,,862,3.0,1439,
119,272,,1185,5.0,801,,913,3.0,243,4.0,38,,1254,5.0,999,3.0,11,5.0,1275,
8,962,4.0,692,4.0,886,,1366,3.0,1591,3.0,1159,,999,4.0,1339,4.0,316,3.0,509,
11,561,5.0,1025,5.0,706,5.0,1474,,857,4.0,521,4.0,427,5.0,637,,1231,,1663,
81,1440,4.0,290,5.0,52,4.0,309,5.0,519,3.0,1353,,187,,1595,5.0,876,2.0,382,
49,848,,163,,948,5.0,469,5.0,134,,106,5.0,1194,5.0,203,,350,5.0,1343,5.0
129,1427,5.0,484,5.0,1318,5.0,1254,,1399,5.0,1112,3.0,1129,,121,,1051,,731,3.0
16,449,4.0,723,,1252,,1748,4.0,1224,4.0,248,3.0,937,4.0,553,,558,3.0,1503,3.0
40,160,5.0,800,5.0,610,,290,,1123,5.0,406,5.0,103,4.0,391,,1435,5.0,77,4.0
43,1697,,1155,3.0,772,5.0,261,,1223,3.0,1239,5.0,247,4.0,874,,861,,462,4.0
8,176,,208,4.0,739,2.0,1396,5.0,1349,,1718,,214,5.0,922,5.0,378,5.0,93,
81,737,,1315,,404,5.0,1156,,1188,5.0,1303,4.0,8,4.0,537,5.0,109,4.0,206,
69,112,,1458,5.0,323,,1588,4.0,918,4.0,1065,5.0,923,,1676,2.0,1085,,797,3.0
214,722,4.0,1427,,1380,4.0,23,,697,2.0,571,3.0,779,,252,,1580,3.0,1357,4.0
278,609,3.0,1619,,710,3.0,902,5.0,1702,,1303,3.0,856,3.0,41,4.0,1227,,46,
149,496,,785,4.0,418,4.0,722,4.0,390,,246,5.0,1417,4.0,397,3.0,1549,,446,
11,227,5.0,1508,,294,4.0,38,5.0,743,,535,4.0,1754,,1051,4.0,1547,4.0,316,4.0
73,1440,4.0,385,5.0,594,,146,5.0,1205,3.0,873,4.0,156,,1037,5.0,62,4.0,687,
